6 13 190 3
Loc_1
Loc_2
Loc_3
Loc_4
Loc_5
Loc_6
Loc_7
Loc_8
Loc_9
Loc_10
Loc_11
Loc_12
Loc_13
1   110120 100100 080110 100140 090110 080090 080080 090090 070070 060060 100100 072110 100120
1   080140 090100 040120 100130 090100 090100 080080 090100 070080 060090 090100 110110 110120
1   080090 090110 110120 130130 100110 080100 080080 090100 120120 060070 100110 100110 100110
1   110130 100120 120120 080140 060100 080080 080110 090100 070080 060080 100100 090110 120160
1   080110 100110 040130 140140 090090 090110 080080 100110 080090 060060 100100 110110 110160
1   080120 100010 120140 100100 060090 090110 080080 070090 080120 070070 100110 110110 100110
1   110110 100110 120120 160170 090090 080090 080080 090100 080100 060080 070080 072110 090110
1   080120 100110 070110 100140 090110 080100 080080 070100 070080 060060 080080 090110 120150
1   080110 100100 120130 110150 080100 080090 080110 070100 070120 060070 060100 072110 100120
1   080080 100100 070120 140160 080090 080100 080080 090100 070080 060080 060130 090110 100150
1   080110 100110 080130 100150 060010 080100 080080 070090 080080 080090 090100 072110 110120
1   140160 100110 040130 100110 060090 100110 080080 090100 070070 060080 080100 110110 100120
1   080090 100110 080100 130130 090090 080110 110110 070100 070110 080080 100110 110110 120120
1   110110 110110 070110 100150 090100 080100 080080 090100 080120 060060 090100 110110 100120
1   110140 100110 070130 100150 080110 080100 080080 090100 070070 060060 100100 080110 100120
1   110130 110110 040120 130140 090120 090100 080080 090120 070100 060080 080090 110110 090120
1   080080 100110 080120 100140 060100 080100 080080 090090 070120 060060 100130 110110 120120
1   080110 100110 070070 130150 090100 090100 080080 090120 070110 060060 100110 080100 110110
1   110140 100120 070110 100140 090090 080090 080100 100100 090100 060060 080100 120120 120160
1   080080 100120 110110 140150 100110 080090 080090 090120 080090 060090 100130 090120 110120
1   080110 110110 040110 110150 080090 100110 080080 090100 080100 060060 080130 080110 120160
1   110160 110110 040110 100130 090090 080090 080080 090100 080080 060060 130130 110110 100100
1   080110 100120 040080 100130 090090 100100 080110 100100 070070 060060 080120 110110 100120
1   080110 110110 110110 100150 100120 080080 090100 080090 080110 060090 100130 100110 100120
1   080140 100100 080120 150150 090100 100100 080080 070100 070070 060080 090100 120120 100100
2   090110 100120 040110 100130 060100 100100 100100 100120 070110 080080 080100 090100 080120
2   120140 100110 120120 130150 060060 090100 080080 080100 080120 060090 080100 080090 120120
2   070080 100110 070120 150150 060100 080090 080080 080090 080120 070080 080100 080110 120130
2   080080 100110 070070 100150 090110 080080 080100 090120 070120 060090 100110 090110 100100
2   110120 100110 120120 100140 090100 080080 080100 090090 070110 070090 080100 080110 100120
2   110160 090100 040070 120160 060080 080100 080130 070090 070120 080090 090100 090110 090130
2   140140 100110 110110 100120 060090 080090 090090 070100 070110 060090 090100 090110 100120
2   110110 100100 070080 130150 060100 100100 080090 090120 070080 070070 080120 100100 100110
2   110140 100110 070120 100110 060100 080080 080080 100120 070080 080090 100140 110110 110120
2   090130 110110 040110 100150 060060 100100 080100 090100 100110 060070 080100 080110 100110
2   140190 110110 110120 110130 100110 080100 100100 090090 100120 060090 060090 110120 120120
2   080140 100100 070120 080100 090100 080080 100100 090090 100120 060090 100110 110110 110120
2   090140 100110 070110 100150 100110 080100 080080 070100 120120 060090 080120 110110 110110
2   110130 110110 070090 130140 100100 080100 080100 080090 100120 060060 100100 090090 110150
2   110130 100110 040110 120130 060060 080080 090090 090120 070110 060090 100100 090110 100110
2   070140 100110 110140 080120 080120 080100 080080 090120 100120 060060 100130 080080 100100
2   120130 100100 040040 110130 060110 080100 080080 090120 100140 060060 080100 090110 120120
2   110130 100100 040040 140150 060100 080100 090100 090090 080080 090090 080080 080090 120130
2   080080 100100 070110 120150 100110 090100 080090 070090 110120 070070 080100 110110 100130
2   120150 100100 040110 100130 060060 100100 100120 090120 110110 060080 080110 090110 100120
2   110120 100100 070130 130180 090100 080100 090090 090090 070110 060070 080080 090110 100120
2   110130 100110 040120 120130 090100 100100 080080 090120 080080 060060 080080 080110 100110
2   130150 100100 070070 120130 100100 080100 100120 090120 070100 060070 070080 090110 100100
2   080140 100100 040110 120120 060100 080100 080080 090100 080110 080090 080080 090110 100120
2   110150 100100 040130 120150 100100 100100 080090 080100 080120 060070 070100 080110 110120
2   110150 100100 040070 120130 110110 080080 080080 090100 080110 070090 100120 110110 100120
2   120140 110110 040040 100120 060100 080090 080100 090120 080120 060090 080110 110110 100120
2   110120 100100 070070 140140 060090 090100 110110 080090 120120 070090 060100 080100 100120
2   110130 100100 070110 120130 090090 100100 080090 090100 070120 070070 100100 100110 100120
2   110150 100100 040070 130130 060100 070070 080080 090090 070120 060060 080120 110110 110120
2   080150 100110 110120 110150 060100 080090 080090 090120 070110 070080 080100 100110 120130
2   080120 110110 070110 100120 090120 090100 080100 090100 080120 060090 080090 072110 100120
